slice,topic_id,count,top_words,l1,l2,l3,label_full,core_topic,periphery_topic,heterogeneous,coverage,ring_1_count,ring_2_count,ring_3_count
2024-H1,101,80,"[""землетрясение"", ""толчок"", ""вулкан"", ""эпицентр"", ""пепел"", ""подземный"", ""исландия"", ""тайвань"", ""зафиксировать"", ""произойти""]",Происшествия,Стихийные бедствия и катастрофы,Сейсмическая и вулканическая активность,Происшествия -> Стихийные бедствия и катастрофы -> Сейсмическая и вулканическая активность,"Ядро кластера посвящено сильным землетрясениям, произошедшим в Японии, на Тайване и на границе Кыргызстана и Казахстана.","Периферия затрагивает как другие землетрясения (Индонезия), так и вулканическую активность (Исландия), а также включает отдалённые по теме события, такие как Чернобыльская авария.",False,0.95,6,31,43
2024-H1,102,80,"[""молдавия"", ""гагаузия"", ""гуцул"", ""молдавский"", ""глава гагаузия"", ""кишинёв"", ""евгений гуцул"", ""румыния"", ""автономия"", ""майя""]",Политика,Внутриполитические процессы и региональная автономия,Конфликтные отношения между региональными властями и центральным правительством,Политика -> Внутриполитические процессы и региональная автономия -> Конфликтные отношения между региональными властями и центральным правительством,"Ядро сфокусировано на противостоянии главы Гагаузии Евгении Гуцул с центральными властями Молдавии, включая угрозы независимости в случае объединения с Румынией.","Периферия затрагивает более широкий контекст молдавской политики, включая действия оппозиции, отношения с Россией и ситуацию в Приднестровье.",False,0.9,15,25,40
2024-H1,103,79,"[""германия"", ""немецкий"", ""крымский мост"", ""крымский"", ""фрг"", ""бундесвер"", ""офицер"", ""канцлер"", ""мост"", ""шольц""]",Международные отношения,Дипломатия и военное сотрудничество,Взаимодействие с ФРГ в контексте конфликта,Международные отношения -> Дипломатия и военное сотрудничество -> Взаимодействие с ФРГ в контексте конфликта,Ядро сфокусировано на утечке разговора немецких офицеров о возможной атаке на Крымский мост и реакции на это официальных лиц Германии.,"Периферия затрагивает более широкий спектр тем, связанных с Германией, включая внутреннюю политику (выборы, заявления депутатов) и действия правительства.",True,0.95,11,32,36
2024-H1,104,79,"[""градус"", ""температура"", ""воздух"", ""температура воздух"", ""ночью"", ""волгоградский"", ""ветер"", ""дождь"", ""осадки"", ""термометр""]",Общество,Погода и климат,Температурные колебания и осадки,Общество -> Погода и климат -> Температурные колебания и осадки,"В ядре обсуждается прогноз погоды в Волгограде и Волгоградской области, включая температуру, осадки (дождь, снег) и резкие изменения погодных условий.","Периферия затрагивает прогнозы погоды в других регионах (Ростов, Якутия), включая аномальную жару, заморозки и дожди.",False,1.0,47,23,9
2024-H1,105,78,"[""отдых"", ""тур"", ""турист"", ""атор"", ""турция"", ""отель"", ""туроператор"", ""цена"", ""россиянин"", ""бронирование""]",Экономика,Потребительский рынок,Внутренний и международный туризм,Экономика -> Потребительский рынок -> Внутренний и международный туризм,"В ядре обсуждается рост спроса, цен и раннее бронирование летнего отдыха россиян, с акцентом на Турцию как лидера.","На периферии рассматриваются тенденции туризма в отдельных странах (Грузия) и бюджетные направления, а также нетуристический вид поездок (медицинский туризм).",False,0.9,15,29,34
2024-H1,106,75,"[""залужный"", ""зеленский"", ""валерий залужный"", ""главком"", ""отставка"", ""валерий"", ""главнокомандующий"", ""владимир зеленский"", ""главком всу"", ""президент украина""]",Политика,Государственное управление и кадровая политика,Смена высшего военного руководства,Политика -> Государственное управление и кадровая политика -> Смена высшего военного руководства,Ядро кластера сфокусировано на слухах и подтверждениях возможной отставки главнокомандующего ВСУ Валерия Залужного по инициативе президента Владимира Зеленского.,"Периферия затрагивает косвенные последствия кадровых решений, включая повреждение имущества, связанного с Зеленским, и другие кадровые перестановки в украинских органах власти.",True,0.95,40,18,17
2024-H1,107,75,"[""артист"", ""инфаркт"", ""госпитализировать"", ""врач"", ""состояние"", ""актриса"", ""дрессировщик"", ""стать плохо"", ""перенести"", ""госпитализация""]",Культура,Здоровье и происшествия с деятелями искусства,Госпитализация и проблемы со здоровьем у артистов,Культура -> Здоровье и происшествия с деятелями искусства -> Госпитализация и проблемы со здоровьем у артистов,"Ядро кластера посвящено госпитализации и состоянию здоровья народного артиста РСФСР, дрессировщика Юрия Куклачева после обширного инфаркта.","Периферия описывает госпитализации, ухудшение состояния здоровья или необходимость медицинской помощи для других известных артистов, актрис и телеведущих.",False,1.0,3,29,43
2024-H1,108,74,"[""нато"", ""альянс"", ""столтенберг"", ""генсек"", ""йенс столтенберг"", ""йенс"", ""генсек нато"", ""североатлантический"", ""украина"", ""североатлантический альянс""]",Безопасность,Международные военные союзы,Деятельность и расширение НАТО,Безопасность -> Международные военные союзы -> Деятельность и расширение НАТО,Ядро сфокусировано на заявлениях руководства НАТО относительно использования западного оружия Украиной и перспективах вступления Украины в Альянс.,Периферия затрагивает заявления о возможном начале Третьей мировой войны в случае отправки войск на Украину и публичные мероприятия руководства НАТО.,False,0.95,33,26,15
2024-H1,109,74,"[""газ"", ""нефть"", ""процент"", ""уголь"", ""тонна"", ""миллион тонна"", ""поставка"", ""экспорт"", ""баррель"", ""импорт""]",Экономика,Энергетические рынки и торговля,Экспорт и импорт углеводородов,Экономика -> Энергетические рынки и торговля -> Экспорт и импорт углеводородов,"Ядро сфокусировано на лидерстве России в экспорте российского газа (СПГ) в ЕС, несмотря на санкции.","Периферия затрагивает вопросы добычи нефти, прекращения импорта российской нефти отдельными странами и попытки Турции монетизировать транзит газа.",True,0.95,5,41,28
2024-H1,110,74,"[""ресторан"", ""блюдо"", ""кухня"", ""меню"", ""соус"", ""приготовить"", ""крем"", ""десерт"", ""черешня"", ""шашлык""]",Культура,Образ жизни и досуг,Гастрономия и ресторанный бизнес,Культура -> Образ жизни и досуг -> Гастрономия и ресторанный бизнес,"В ядре обсуждается выбор куличей и панеттоне в московских ресторанах, а также новинки десертов в кофейнях Екатеринбурга.","Периферия освещает гастрономические фестивали, открытие новых заведений и необычные кулинарные творения, такие как платье из блинов.",False,0.95,2,24,48
2024-H1,111,73,"[""опасность атака"", ""опасность"", ""атака бпнуть"", ""воронежский область"", ""воронежский"", ""бпнуть"", ""атака"", ""объявить"", ""курский"", ""сообщить губернатор""]",Безопасность,Угрозы и ЧС,Угроза атаки беспилотными летательными аппаратами,Безопасность -> Угрозы и ЧС -> Угроза атаки беспилотными летательными аппаратами,В нескольких регионах России объявляется режим опасности атаки беспилотников.,Сообщается о падении боеприпаса в Воронежской области и отбое угрозы в Липецкой области.,False,0.95,48,16,9
2024-H1,112,73,"[""приговорить"", ""колония"", ""военный суд"", ""суд"", ""год колония"", ""лишение"", ""лишение свобода"", ""свобода"", ""осудить"", ""приговор""]",Общество,Правосудие и закон,Уголовные приговоры и наказания,Общество -> Правосудие и закон -> Уголовные приговоры и наказания,"Ядро кластера посвящено приговорам военнослужащим к реальным срокам лишения свободы (колонии) за различные правонарушения, связанные со службой.","Периферия затрагивает пересмотр приговоров высокопоставленным лицам (бывший министр обороны ДНР) и приговоры в отношении лиц, связанных с организованной преступностью.",True,1.0,6,36,31
2024-H1,113,71,"[""гтрк самара"", ""гтрк"", ""самара"", ""семья"", ""год семья"", ""маяк"", ""проект"", ""студия"", ""самарский"", ""семейный""]",Общество,Семья и социальные проекты,Региональные медиапроекты о семье,Общество -> Семья и социальные проекты -> Региональные медиапроекты о семье,"Ядро сфокусировано на анонсах и проведении региональных медиапроектов ГТРК «Самара», посвященных теме семьи и родословной.","Периферия затрагивает общие вопросы работы медиахолдинга, анонсы других проектов и конкурсов, не всегда связанных напрямую с семьей.",False,0.9,12,27,32
2024-H1,114,71,"[""принц"", ""король"", ""кейт"", ""iii"", ""уильям"", ""гарри"", ""карл"", ""принцесса"", ""карл iii"", ""карла""]",Общество,Светская жизнь и монархия,События в британской королевской семье,Общество -> Светская жизнь и монархия -> События в британской королевской семье,"Ядро сфокусировано на проблемах со здоровьем и исчезновении Кейт Миддлтон, а также на состоянии здоровья Карла III.","Периферия затрагивает личные события детей монархов, сравнение стиля Кейт Миддлтон с другими знаменитостями и выпуск новых банкнот с Карлом III.",False,1.0,19,18,34
2024-H1,115,70,"[""самарский область"", ""самарский"", ""житель самарский"", ""область"", ""область самарский"", ""синоптик"", ""жара"", ""область идти"", ""область ждать"", ""предупреждение""]",Общество,Погода и климат,Прогнозы погоды и предупреждения в регионе,Общество -> Погода и климат -> Прогнозы погоды и предупреждения в регионе,"Ядро сфокусировано на неблагоприятных погодных явлениях (мороз, снег, метель) и предупреждениях для жителей Самарской области.","Периферия затрагивает разнообразные события в Самарской области, включая моду, работу омбудсмена и инциденты с мигрантами.",True,0.95,29,28,13
2024-H1,116,68,"[""боливия"", ""эквадор"", ""госпереворот"", ""переворот"", ""попытка"", ""хуан"", ""хосе"", ""государственный переворот"", ""генерал"", ""тюрьма""]",Безопасность,Политические потрясения и беспорядки,Попытки государственного переворота и связанные с ними инциденты,Безопасность -> Политические потрясения и беспорядки -> Попытки государственного переворота и связанные с ними инциденты,"Ядро сфокусировано на эскалации насилия и хаосе, вызванном деятельностью картелей и вооруженными столкновениями в Эквадоре.","Периферия расширяет тему, включая задержание лидера переворота в Боливии, а также побеги из тюрем и срывы переворотов в других странах Латинской Америки и Центральной Азии.",False,1.0,2,25,41
2024-H1,117,67,"[""растение"", ""дачник"", ""почва"", ""выращивание"", ""сажать"", ""удобрение"", ""дача"", ""урожай"", ""огород"", ""посадка""]",Общество,Образ жизни и быт,Садоводство и дачное хозяйство,Общество -> Образ жизни и быт -> Садоводство и дачное хозяйство,"Ядро кластера фокусируется на обязательных работах, правилах и юридических аспектах, связанных с ведением дачного участка в начале сезона.","Периферия обсуждает народные приметы для посадок, советы по удобрениям и уходу за растениями, а также погодные риски для дачников.",False,1.0,3,17,47
2024-H1,118,66,"[""егэ"", ""экзамен"", ""государственный экзамен"", ""выпускник"", ""сдача"", ""предмет"", ""единый государственный"", ""отмена"", ""контрольный"", ""вуз""]",Общество,Образование и наука,Государственная итоговая аттестация,Общество -> Образование и наука -> Государственная итоговая аттестация,"В центре внимания находятся законодательные инициативы и изменения в порядке проведения Единого государственного экзамена (ЕГЭ), включая возможность пересдачи одного предмета.","На периферии обсуждаются вопросы снижения проходных баллов, сроки публикации результатов ЕГЭ в регионах и общие реформы системы высшего образования.",False,1.0,26,21,19
2024-H1,119,65,"[""венгрия"", ""орбан"", ""виктор орбан"", ""венгрия виктор"", ""виктор"", ""венгерский"", ""будапешт"", ""украина"", ""петер"", ""европейский""]",Политика,Международные отношения и внешняя политика,Позиция Венгрии в европейском и мировом контексте,Политика -> Международные отношения и внешняя политика -> Позиция Венгрии в европейском и мировом контексте,Виктор Орбан и Венгрия выступают с призывами к переговорам по Украине и критикуют руководство Европейского союза.,Орбан продолжает критиковать европейский истеблишмент и высказывает радикальные взгляды относительно будущего Европы и территориальных претензий.,False,1.0,31,25,9
2024-H1,120,65,"[""гибдд"", ""право"", ""номер"", ""штраф"", ""водительский"", ""право срок"", ""дорожный"", ""дорожный движение"", ""гаи"", ""экзамен""]",Общество,Правовое регулирование и безопасность на дорогах,"Изменения в ПДД, правах и ответственности водителей","Общество -> Правовое регулирование и безопасность на дорогах -> Изменения в ПДД, правах и ответственности водителей","Ядро посвящено ужесточению ответственности за нарушения, связанные с автомобильными номерами, и корректировкам в нормативных актах МВД, касающихся дорожного движения.",Периферия затрагивает вопросы переименования ГАИ обратно в советское название и введение штрафов для компаний за экологические нарушения.,True,0.95,11,30,24
2024-H1,121,65,"[""заложник"", ""сизый"", ""захватить"", ""захват"", ""захват заложник"", ""ростовский"", ""изолятор"", ""фсин"", ""взять заложник"", ""арестант""]",Происшествия,Преступность и правопорядок,Захват заложников в учреждениях исполнения наказаний,Происшествия -> Преступность и правопорядок -> Захват заложников в учреждениях исполнения наказаний,"Ядро посвящено установлению личностей и деталям захвата заложников в ростовском СИЗО, включая информацию о выживших и количестве участников инцидента.","Периферия затрагивает освобождение заложников в тюрьмах Эквадора, арест членов религиозной группы в Ростове и поиск жилья одного из предполагаемых захватчиков.",True,1.0,35,24,6
2024-H1,122,62,"[""градус"", ""новосибирск"", ""температура"", ""погода"", ""ожидаться"", ""дождь"", ""синоптик"", ""градус день"", ""ночью"", ""прогноз""]",Общество,Природные явления и климат,Прогнозы погоды и температурные аномалии,Общество -> Природные явления и климат -> Прогнозы погоды и температурные аномалии,"Ядро кластера посвящено прогнозам погоды в Новосибирске, включая ожидаемые температуры, осадки и температурные колебания.","Периферия затрагивает оттепель и потепление в Нижнем Новгороде, что является схожей темой прогноза погоды.",False,0.98,46,15,1
2024-H1,123,62,"[""горячий вода"", ""вода"", ""отключить"", ""горячий"", ""отключение"", ""адрес"", ""тепловой"", ""тепловой сеть"", ""водоснабжение"", ""отключать""]",Общество,Жилищно-коммунальное хозяйство,Отключения коммунальных услуг,Общество -> Жилищно-коммунальное хозяйство -> Отключения коммунальных услуг,Ядро кластера посвящено плановым и аварийным отключениям горячего водоснабжения и ремонту тепловых сетей в различных городах России.,"Периферия затрагивает отключения электричества и канализации, а также содержит общие рассуждения о временных неудобствах из-за отключений воды.",True,0.95,22,27,13
2024-H1,124,62,"[""космонавт"", ""кононенко"", ""космос"", ""мкс"", ""роскосмос"", ""космический"", ""олег"", ""космонавтика"", ""гагарин"", ""юрий гагарин""]",Наука,Исследования космоса,Деятельность космонавтов и Роскосмоса,Наука -> Исследования космоса -> Деятельность космонавтов и Роскосмоса,"Ядро сфокусировано на поздравлениях и мировом рекорде российского космонавта Олега Кононенко, находящегося на МКС.","Периферия затрагивает голосование космонавтов с МКС, празднование Дня космонавтики (связанное с Гагариным) и научную деятельность на станции.",False,0.95,10,26,26
2024-H1,125,61,"[""медведев"", ""дмитрий медведев"", ""зампред совбез"", ""совбез"", ""зампред"", ""дмитрий"", ""цитата день"", ""цитата"", ""украина"", ""медведев назвать""]",Политика,Международные отношения и безопасность,Заявления официальных лиц по геополитическим вопросам,Политика -> Международные отношения и безопасность -> Заявления официальных лиц по геополитическим вопросам,Дмитрий Медведев комментирует условия для прекращения конфликта на Украине и критикует западных политиков.,"Периферия содержит как цитаты Зеленского о помощи США, так и высказывания Медведева о территориальных претензиях и критику западных лидеров.",False,0.95,23,30,8
2024-H1,126,61,"[""фицо"", ""словакия"", ""роберт фицо"", ""покушение"", ""роберт"", ""премьера"", ""словацкий"", ""выстрел"", ""стрелять"", ""выездной заседание""]",Происшествия,Нападения на публичных лиц,Покушения на глав правительств,Происшествия -> Нападения на публичных лиц -> Покушения на глав правительств,"Ядро посвящено покушению на премьер-министра Словакии Роберта Фицо, включая видео допроса стрелявшего и кадры момента нападения.",Периферия содержит информацию о других инцидентах нападения на премьер-министров в других странах (Дания) и нерелевантный контент (выступление чешского политика).,True,0.95,29,17,15
2024-H1,127,61,"[""китай"", ""пекин"", ""кнр"", ""сша"", ""китайский"", ""тайвань"", ""блинкен"", ""цзиньпин"", ""госсекретарь"", ""госсекретарь сша""]",Международные отношения,Дипломатия и двусторонние отношения,Взаимодействие США и Китая,Международные отношения -> Дипломатия и двусторонние отношения -> Взаимодействие США и Китая,Госсекретарь США Энтони Блинкен обсуждает с Китаем вопросы поддержки Россией ВПК и ситуацию на Украине.,"США угрожают Китаю последствиями в случае военной операции на Тайване, а также обсуждается позиция КНР по тайваньскому вопросу.",False,0.95,14,23,24
2024-H1,128,59,"[""самарский"", ""самарский область"", ""дмитрий азаров"", ""азаров"", ""федорищев"", ""вячеслав федорищев"", ""регион"", ""дмитрий"", ""губернатор самарский"", ""вячеслав""]",Политика,Региональное управление,Деятельность глав субъектов РФ,Политика -> Региональное управление -> Деятельность глав субъектов РФ,"Деятельность и кадровые перестановки высшего руководства Самарской области, включая губернатора Дмитрия Азарова и его преемника Вячеслава Федорищева.","Обсуждение рабочих вопросов правительства и мэров Самарской области, а также развитие спорта в регионе.",False,0.95,19,19,21
2024-H1,129,58,"[""автобус"", ""мойка"", ""река"", ""упавший"", ""водитель"", ""падение"", ""водитель автобус"", ""петербург"", ""пассажирский автобус"", ""пассажир""]",Происшествия,Транспортные аварии,Аварии с общественным транспортом,Происшествия -> Транспортные аварии -> Аварии с общественным транспортом,В центре Санкт-Петербурга произошло падение пассажирского автобуса в реку Мойку с многочисленными жертвами.,"Периферия затрагивает последствия аварии (ремонт моста, награждение спасателей) и другие ДТП с автобусами в Петербурге.",False,1.0,27,24,7
2024-H1,130,58,"[""ленинград"", ""блокада"", ""блокадный"", ""блокада ленинград"", ""фашистский"", ""полный освобождение"", ""блокадный ленинград"", ""освобождение"", ""ленинградский"", ""выставка""]",Общество,Историческая память и наследие,"События, связанные с Блокадой Ленинграда","Общество -> Историческая память и наследие -> События, связанные с Блокадой Ленинграда","Ядро посвящено мероприятиям, приуроченным к 80-летию полного освобождения Ленинграда от фашистской блокады.","Периферия затрагивает общие акции, связанные с Георгиевской лентой, и случаи некорректного оформления поздравлений с годовщиной снятия блокады.",False,1.0,17,27,14
2024-H1,131,57,"[""ракетный опасность"", ""отменить"", ""опасность"", ""ракетный"", ""белгород белгородский"", ""белгородский"", ""белгородский район"", ""белгород"", ""курский область"", ""курский""]",Безопасность,Чрезвычайные ситуации и угрозы,Оповещение об угрозах на приграничных территориях,Безопасность -> Чрезвычайные ситуации и угрозы -> Оповещение об угрозах на приграничных территориях,В Белгородской и Курской областях отменяли угрозы ракетной опасности и атаки беспилотников.,"На периферии сообщается об отбое угроз в Курской области, а также о снятии ограничений на использование ИИ в военных целях и отмене ЕГЭ из-за обстрелов.",False,0.9,49,1,7
2024-H1,132,57,"[""врач"", ""пациентка"", ""операция"", ""пациент"", ""опухоль"", ""хирург"", ""больница"", ""патология"", ""спасти"", ""беременность""]",Общество,Здравоохранение и медицина,Сложные медицинские вмешательства и спасение жизней,Общество -> Здравоохранение и медицина -> Сложные медицинские вмешательства и спасение жизней,Врачи проводят сложные операции по спасению жизни рожениц и младенцев с редкими патологиями.,"Хирурги выполняют уникальные и сложные операции по удалению опухолей, лечению травм и патологий, иногда с сохранением функций пациента.",False,1.0,3,21,33
2024-H1,133,56,"[""приволжский"", ""уровень опасность"", ""ветер"", ""жёлтый уровень"", ""объявить жёлтый"", ""жёлтый"", ""порыв"", ""самарский область"", ""область ожидаться"", ""ожидаться""]",Общество,Чрезвычайные ситуации и риски,Неблагоприятные погодные явления и предупреждения,Общество -> Чрезвычайные ситуации и риски -> Неблагоприятные погодные явления и предупреждения,В Самарской области объявляют желтый уровень опасности из-за прогнозируемого сильного ветра и грозы.,На периферии упоминаются отключения электроэнергии из-за непогоды в Чечне и ухудшение метеоусловий в Чите.,True,0.9,36,18,2
2024-H1,134,55,"[""лавров"", ""сергей лавров"", ""сергей"", ""заявить лавров"", ""глава мид"", ""россия сергей"", ""запад"", ""лавров заявить"", ""иностранный дело"", ""министр иностранный""]",Политика,Международные отношения,Заявления официальных лиц по внешней политике,Политика -> Международные отношения -> Заявления официальных лиц по внешней политике,Глава МИД РФ Сергей Лавров комментирует действия Запада и ситуацию на Украине.,Лавров комментирует многосторонние форматы (БРИКС) и получает оценки от западных экспертов.,False,0.95,23,21,11
2024-H1,135,55,"[""бензин"", ""топливо"", ""литр"", ""цена бензин"", ""цена"", ""копейка"", ""руб"", ""дизельный топливо"", ""дизельный"", ""подорожать""]",Экономика,Цены и рынки,Динамика цен на топливо,Экономика -> Цены и рынки -> Динамика цен на топливо,"В ядре обсуждается недавнее повышение цен на различные виды бензина и дизельного топлива у конкретных компаний, а также анонсируется временный запрет на экспорт бензина.","На периферии рассматриваются причины введения экспортных ограничений (насыщение рынка, проблемы с экспортом) и обсуждаются регуляторные меры, связанные с топливным рынком, а также упоминается запрет на вывоз сахара.",False,0.95,16,24,15
2024-H1,136,55,"[""украина"", ""patriot"", ""киев"", ""миллион евро"", ""поставка"", ""евро"", ""снаряд"", ""миллион"", ""великобритания"", ""закупка""]",Безопасность,Международная военная помощь,Поставки вооружений и боеприпасов,Безопасность -> Международная военная помощь -> Поставки вооружений и боеприпасов,"Ядро посвящено анонсам и фактам поставок военной помощи Украине, включая системы Patriot и снаряды, от западных стран.","Периферия описывает долгосрочное оборонное сотрудничество и переговоры между Великобританией и Украиной, а также проблемы с производством боеприпасов в ЕС.",False,0.9,12,27,16
2024-H1,137,55,"[""рудник"", ""пионер"", ""горняк"", ""шахта"", ""амурский область"", ""завал"", ""амурский"", ""скважина"", ""порода"", ""приамурья""]",Происшествия,Аварии на производстве,Горнодобывающая промышленность,Происшествия -> Аварии на производстве -> Горнодобывающая промышленность,"На руднике «Пионер» в Амурской области произошел обвал породы, в результате которого оказались заблокированы горняки, и ведутся спасательные работы с бурением скважин.","На периферии обсуждаются соболезнования в связи с аварией на «Пионере», а также упоминаются другие инциденты в горнодобывающей отрасли (Урал, Башкирия).",False,0.95,22,24,9
2024-H1,138,54,"[""иркутский"", ""иркутский область"", ""кобзев"", ""иркутск"", ""игорь"", ""mkbaikal"", ""приангарья"", ""законодательный"", ""область игорь"", ""законодательный собрание""]",Политика,Региональное управление и законодательство,Деятельность органов власти Иркутской области,Политика -> Региональное управление и законодательство -> Деятельность органов власти Иркутской области,"Ядро сфокусировано на рабочих поездках губернатора Иркутской области Игоря Кобзева и отчетах мэра Иркутска, а также осмотре объектов Заксобранием.","Периферия описывает кадровые назначения в КСП, участие губернатора в шахматном матче и его международный рабочий визит в Китай.",False,0.95,10,31,13
2024-H1,139,53,"[""выпасть"", ""окно"", ""выпасть окно"", ""этаж"", ""девочка"", ""ребёнок"", ""мальчик"", ""перелом"", ""больница"", ""травма""]",Общество,Чрезвычайные происшествия и травматизм,Падения детей из окон и связанные с этим травмы,Общество -> Чрезвычайные происшествия и травматизм -> Падения детей из окон и связанные с этим травмы,"Ядро кластера посвящено случаям выпадения малолетних детей (младенцев, девочек, мальчиков) из окон многоквартирных домов, что привело к их госпитализации в тяжелом состоянии.","Периферия описывает другие несчастные случаи с детьми и подростками, включая падение в шахту и травмы от взрыва телефона, хотя и с летальным исходом или тяжелыми последствиями.",False,0.9,11,24,18
2024-H1,140,52,"[""чита"", ""самый интересный"", ""забайкальский"", ""комсомолец чита"", ""московский комсомолец"", ""комсомолец"", ""забайкальский край"", ""новость сегодня"", ""край"", ""забайкалье""]",Общество,Региональные новости и происшествия,События в Забайкальском крае,Общество -> Региональные новости и происшествия -> События в Забайкальском крае,"Ядро сфокусировано на происшествиях (ДТП, смерть, благоустройство) и местных новостях Читы и Забайкальского края.","Периферия затрагивает более общие региональные проблемы (газификация, жилищный форум) и новости из других регионов (Астрахань, Казань), но сохраняет фокус на местных проблемах.",False,0.95,27,18,7
2024-H1,141,52,"[""вакансия"", ""подробный"", ""актуальный"", ""звонить"", ""искать"", ""работа"", ""телеграм"", ""волгоград"", ""смена"", ""блокнот""]",Экономика,Рынок труда и занятость,Поиск работы и вакансии,Экономика -> Рынок труда и занятость -> Поиск работы и вакансии,Ядро кластера сосредоточено на публикации актуальных вакансий и предложений о поиске работы в Волгограде.,"Периферия включает объявления о поиске сотрудников для медиа и сервисов, а также общие услуги, связанные с городом.",False,0.95,27,18,7
2024-H1,142,50,"[""наркотик"", ""вещество"", ""наркотический"", ""килограмм"", ""сбыт"", ""задержать"", ""запретить вещество"", ""наркотический средство"", ""грамм"", ""изъять""]",Безопасность,Правонарушения и борьба с ними,Незаконный оборот наркотических средств,Безопасность -> Правонарушения и борьба с ними -> Незаконный оборот наркотических средств,"Ядро кластера посвящено пресечению деятельности по производству и задержанию лиц, причастных к изготовлению синтетических наркотиков в Московской области.","Периферия описывает крупные случаи изъятия наркотиков (мефедрон, кокаин, марихуана) на границе и в портах, а также приговоры за их сбыт.",True,0.96,6,21,23
